"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0M830","2020-02-07 13:00:00","540.000","353.000","5.200","21.400","0.640","958.000","","0.000","-99.000","-99.000","-99.000","25.100","","13.200",""
"C0V750","2020-02-07 13:00:00","50.000","359.000","4.300","23.700","0.580","1014.000","","0.000","-99.000","-99.000","-99.000","24.000","","17.200",""
"C0K530","2020-02-07 13:00:00","12.000","16.000","7.400","17.900","0.820","1019.100","","0.000","12.700","23.000","","19.300","","15.100",""
"C0M780","2020-02-07 13:00:00","30.000","37.000","1.500","24.000","0.590","1016.200","","0.000","-99.000","-99.000","-99.000","24.000","","15.500",""
"C0V360","2020-02-07 13:00:00","94.000","342.000","2.000","26.300","0.510","1007.300","","0.000","-99.000","-99.000","-99.000","26.300","","14.300",""
"C0K510","2020-02-07 13:00:00","10.000","360.000","5.700","19.900","0.750","1017.900","","0.000","-99.000","-99.000","-99.000","21.900","","15.100",""
"C0D650","2020-02-07 13:00:00","97.000","32.000","3.700","14.200","0.950","1011.500","","5.000","-99.000","-99.000","-99.000","16.200","","12.900",""
"C0V630","2020-02-07 13:00:00","19.000","348.000","3.200","23.500","0.590","1019.000","","0.000","8.900","48.000","","23.500","","16.700",""
"C0U910","2020-02-07 13:00:00","17.000","62.000","4.000","20.600","0.700","1017.600","","0.000","-99.000","-99.000","-99.000","21.400","","16.200",""
"C0U600","2020-02-07 13:00:00","10.000","299.000","3.100","20.300","0.670","1018.600","","0.000","10.900","259.000","","21.200","","16.400",""
"C0G820","2020-02-07 13:00:00","29.000","355.000","1.100","22.800","0.680","1017.100","","0.000","6.700","16.000","","23.900","","15.000",""
"C0R590","2020-02-07 13:00:00","72.000","355.000","5.100","24.500","0.600","1009.700","","0.000","-99.000","-99.000","-99.000","24.700","","15.900",""
"C0A9E0","2020-02-07 13:00:00","26.000","312.000","2.500","16.200","0.850","1020.000","","1.000","-99.000","-99.000","-99.000","18.700","","14.900",""
"C0R480","2020-02-07 13:00:00","57.000","352.000","2.600","25.900","0.530","1011.600","","0.000","-99.000","-99.000","-99.000","26.500","","16.000",""
"C0X300","2020-02-07 13:00:00","70.000","53.000","1.300","23.800","0.610","1010.900","","0.000","-99.000","-99.000","-99.000","23.800","","15.800",""
"C0U970","2020-02-07 13:00:00","7.000","7.000","4.200","20.500","0.690","1020.500","","0.000","11.000","16.000","","21.400","","16.300",""
"C0R340","2020-02-07 13:00:00","230.000","13.000","1.800","26.000","0.690","991.400","","0.000","-99.000","-99.000","-99.000","27.300","","16.100",""
"C0M750","2020-02-07 13:00:00","10.000","353.000","6.700","20.500","0.730","1018.200","","0.000","-99.000","-99.000","-99.000","22.100","","15.400",""
"C0I110","2020-02-07 13:00:00","161.000","119.000","1.200","23.900","0.590","1001.800","","0.000","-99.000","-99.000","-99.000","23.900","","16.200",""
"C0V370","2020-02-07 13:00:00","74.000","302.000","1.600","24.800","0.580","1010.700","","0.000","-99.000","-99.000","-99.000","24.800","","15.100",""
"C0C690","2020-02-07 13:00:00","242.000","19.000","4.200","13.600","0.870","993.800","","6.000","9.800","56.000","","15.600","","12.500",""
"C0A540","2020-02-07 13:00:00","401.000","305.000","0.500","14.000","1.000","974.600","","1.500","-99.000","-99.000","-99.000","15.100","","12.800",""
"C0SA60","2020-02-07 13:00:00","6.000","104.000","1.900","25.000","0.730","1017.100","","0.000","-99.000","-99.000","-99.000","26.600","","17.000",""
"C0H950","2020-02-07 13:00:00","192.000","277.000","1.500","23.900","0.570","997.800","","0.000","-99.000","-99.000","-99.000","23.900","","15.300",""
"C0O960","2020-02-07 13:00:00","112.000","336.000","2.600","22.900","0.660","1005.800","","0.000","-99.000","-99.000","-99.000","22.900","","15.500",""
"C0E880","2020-02-07 13:00:00","507.000","51.000","3.500","14.400","0.990","962.300","","1.000","-99.000","-99.000","-99.000","15.700","","12.200",""
"C0AH10","2020-02-07 13:00:00","30.000","321.000","2.800","16.600","1.000","1018.500","","3.500","8.300","319.000","","18.800","","15.500",""
"C0R680","2020-02-07 13:00:00","13.000","69.000","4.400","26.000","0.740","1016.800","","0.000","-99.000","-99.000","-99.000","27.000","","20.300",""
"C0X210","2020-02-07 13:00:00","38.000","20.000","2.900","23.800","0.580","1013.000","","0.000","-99.000","-99.000","-99.000","23.800","","16.200",""
"C0D430","2020-02-07 13:00:00","87.000","0.000","0.000","15.600","0.950","1011.200","","4.500","-99.000","-99.000","-99.000","17.300","","13.700",""
"C0AD30","2020-02-07 13:00:00","20.000","334.000","2.200","16.200","0.880","1018.100","","1.500","7.700","349.000","","18.400","","15.100",""
"C0R240","2020-02-07 13:00:00","87.000","287.000","2.100","28.000","0.480","1007.300","","0.000","-99.000","-99.000","-99.000","28.700","","14.100",""
"C0AI30","2020-02-07 13:00:00","26.000","305.000","3.800","16.300","0.940","1020.200","","2.000","9.900","301.000","","18.300","","15.200",""
"C0U960","2020-02-07 13:00:00","1885.000","51.000","1.100","11.700","0.890","817.300","","0.000","-99.000","-99.000","-99.000","16.000","","5.900",""
"C0T9E0","2020-02-07 13:00:00","415.000","55.000","1.100","19.400","0.820","972.800","","0.000","-99.000","-99.000","-99.000","21.200","","14.500",""
"C0D550","2020-02-07 13:00:00","1956.000","144.000","0.300","11.400","0.910","814.400","","0.000","-99.000","-99.000","-99.000","14.100","","8.900",""
"C0C630","2020-02-07 13:00:00","209.000","13.000","3.200","13.900","0.990","998.200","","7.000","-99.000","-99.000","-99.000","15.900","","12.800",""
"C0E740","2020-02-07 13:00:00","27.000","53.000","1.200","16.200","0.940","1013.800","","2.500","-99.000","-99.000","-99.000","17.600","","13.900",""
"C0AI20","2020-02-07 13:00:00","25.000","4.000","9.600","-99.000","1.000","1019.900","","0.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"C0E550","2020-02-07 13:00:00","84.000","32.000","2.700","15.600","0.920","1013.100","","6.500","-99.000","-99.000","-99.000","16.900","","13.200",""
"C0X060","2020-02-07 13:00:00","19.000","13.000","4.400","24.300","0.590","1018.600","","0.000","-99.000","-99.000","-99.000","24.300","","15.800",""
"C0R510","2020-02-07 13:00:00","31.000","324.000","3.000","26.100","0.500","1015.000","","0.000","-99.000","-99.000","-99.000","26.200","","17.000",""
"C0AC60","2020-02-07 13:00:00","55.000","325.000","0.600","15.600","0.990","1016.400","","5.000","-99.000","-99.000","-99.000","17.600","","14.100",""
"C0UA70","2020-02-07 13:00:00","547.000","329.000","8.800","13.000","0.990","958.200","","0.500","15.000","343.000","","14.700","","12.200",""
"C0G740","2020-02-07 13:00:00","24.000","351.000","4.900","18.700","0.780","1017.600","","0.000","11.700","344.000","","20.300","","15.000",""
"C0F9N0","2020-02-07 13:00:00","75.000","331.000","2.800","23.300","0.600","1010.800","","0.000","-99.000","-99.000","-99.000","23.900","","16.500",""
"C0F9T0","2020-02-07 13:00:00","111.000","334.000","3.200","19.700","0.730","1006.900","","0.000","-99.000","-99.000","-99.000","20.700","","14.300",""
"C0S710","2020-02-07 13:00:00","382.000","200.000","1.600","22.200","0.750","976.400","","0.000","-99.000","-99.000","-99.000","23.400","","14.100",""
"C0M680","2020-02-07 13:00:00","37.000","345.000","1.600","23.900","0.600","1016.700","","0.000","-99.000","-99.000","-99.000","23.900","","15.500",""
"C0X220","2020-02-07 13:00:00","26.000","7.000","5.100","20.200","0.740","1016.200","","0.000","-99.000","-99.000","-99.000","22.700","","15.300",""
"C0R560","2020-02-07 13:00:00","22.000","293.000","4.400","24.600","0.610","1016.200","","0.000","-99.000","-99.000","-99.000","24.700","","16.500",""
"C0F9P0","2020-02-07 13:00:00","26.000","30.000","4.500","17.500","0.860","1018.700","","0.000","14.500","39.000","","19.000","","14.500",""
"C0O970","2020-02-07 13:00:00","71.000","330.000","2.100","24.400","0.610","1011.400","","0.000","-99.000","-99.000","-99.000","24.400","","15.700",""
"C0R700","2020-02-07 13:00:00","19.000","294.000","4.500","24.400","0.730","1016.500","","0.000","-99.000","-99.000","-99.000","24.800","","18.000",""
"C0R620","2020-02-07 13:00:00","34.000","348.000","2.300","26.600","0.710","1015.100","","0.000","-99.000","-99.000","-99.000","26.600","","21.200",""
"C0C660","2020-02-07 13:00:00","176.000","32.000","3.100","14.000","0.970","1002.300","","8.000","-99.000","-99.000","-99.000","15.600","","12.800",""
"C0SA10","2020-02-07 13:00:00","411.000","84.000","1.400","21.300","0.820","972.500","","0.000","-99.000","-99.000","-99.000","27.100","","17.000",""
"C0M740","2020-02-07 13:00:00","15.000","346.000","5.100","21.700","0.690","1017.200","","0.000","-99.000","-99.000","-99.000","22.800","","15.200",""
"C0K460","2020-02-07 13:00:00","60.000","354.000","4.300","22.700","0.630","1011.600","","0.000","-99.000","-99.000","-99.000","22.700","","15.000",""
"C0X100","2020-02-07 13:00:00","10.000","355.000","4.700","23.600","0.520","1016.300","","0.000","-99.000","-99.000","-99.000","23.600","","16.900",""
"C0K560","2020-02-07 13:00:00","117.000","2.000","1.500","24.300","0.540","1006.500","","0.000","-99.000","-99.000","-99.000","24.300","","15.700",""
"C0R150","2020-02-07 13:00:00","105.000","297.000","1.700","26.900","0.470","1004.700","","0.000","-99.000","-99.000","-99.000","27.100","","15.400",""
"C0S690","2020-02-07 13:00:00","522.000","38.000","1.500","-99.000","0.810","960.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0U870","2020-02-07 13:00:00","474.000","276.000","1.500","15.700","0.810","966.500","","0.500","8.100","289.000","","18.100","","13.900",""
"C0A520","2020-02-07 13:00:00","48.000","340.000","1.000","15.700","0.970","1017.200","","6.000","-99.000","-99.000","-99.000","18.000","","14.600",""
"C0X130","2020-02-07 13:00:00","27.000","3.000","3.700","23.500","0.630","1015.600","","0.000","-99.000","-99.000","-99.000","23.500","","16.900",""
"C0V400","2020-02-07 13:00:00","56.000","351.000","7.300","22.800","0.670","1011.500","","0.000","-99.000","-99.000","-99.000","22.800","","16.500",""
"C0UA40","2020-02-07 13:00:00","1121.000","32.000","4.400","12.700","0.990","894.100","","0.000","-99.000","-99.000","-99.000","17.600","","11.600",""
"C0G720","2020-02-07 13:00:00","50.000","337.000","3.900","21.600","0.680","1013.500","","0.000","-99.000","-99.000","-99.000","22.300","","14.600",""
"C0G890","2020-02-07 13:00:00","24.000","14.000","8.800","18.300","0.890","1017.500","","0.000","15.500","20.000","","19.300","","14.800",""
"C0I540","2020-02-07 13:00:00","3344.000","-99.000","-99.000","1.300","1.000","683.600","","-99.000","-99.000","-99.000","-99.000","2.200","","-0.600",""
"C0K390","2020-02-07 13:00:00","31.000","5.000","4.300","21.200","0.710","1016.200","","0.000","-99.000","-99.000","-99.000","22.300","","14.900",""
"C0T9A0","2020-02-07 13:00:00","498.000","120.000","0.600","20.200","0.880","962.500","","0.000","-99.000","-99.000","-99.000","21.500","","14.600",""
"C0AH40","2020-02-07 13:00:00","426.000","9.000","2.300","14.900","0.950","971.200","","1.500","8.300","1.000","","16.900","","14.100",""
"C0X280","2020-02-07 13:00:00","22.000","15.000","8.300","19.500","0.780","1017.000","","0.000","-99.000","-99.000","-99.000","22.500","","15.600",""
"C0V620","2020-02-07 13:00:00","18.000","354.000","3.200","24.100","0.570","1016.700","","0.000","10.100","13.000","","24.100","","16.800",""
"C0H960","2020-02-07 13:00:00","120.000","46.000","0.900","23.300","0.580","1004.600","","0.000","-99.000","-99.000","-99.000","23.300","","15.600",""
"C0M530","2020-02-07 13:00:00","1385.000","209.000","1.400","18.600","0.740","872.600","","0.000","-99.000","-99.000","-99.000","19.600","","11.100",""
"C0R170","2020-02-07 13:00:00","26.000","336.000","1.300","26.800","0.500","1015.300","","0.000","-99.000","-99.000","-99.000","26.900","","16.400",""
"C0I420","2020-02-07 13:00:00","305.000","214.000","2.400","24.700","0.540","983.600","","0.000","-99.000","-99.000","-99.000","24.700","","15.700",""
"C0A640","2020-02-07 13:00:00","241.000","0.000","0.100","14.600","0.970","996.200","","4.500","-99.000","-99.000","-99.000","16.200","","13.300",""
"C0A930","2020-02-07 13:00:00","216.000","331.000","1.800","14.100","1.000","996.000","","20.000","-99.000","-99.000","-99.000","16.100","","13.800",""
"C0AC40","2020-02-07 13:00:00","1079.000","28.000","6.600","9.500","0.990","898.600","","6.500","13.700","24.000","","12.000","","8.700",""
"C0AI00","2020-02-07 13:00:00","188.000","331.000","3.300","14.100","0.990","1001.400","","2.000","-99.000","-99.000","-99.000","16.100","","12.900",""
"C0T9M0","2020-02-07 13:00:00","92.000","67.000","3.000","23.600","0.750","1010.500","","0.000","-99.000","-99.000","-99.000","25.600","","17.500",""
"C0S960","2020-02-07 13:00:00","32.000","47.000","2.300","24.300","0.720","1014.800","","0.000","-99.000","-99.000","-99.000","25.200","","18.900",""
"C0K430","2020-02-07 13:00:00","30.000","355.000","3.300","20.000","0.760","1017.400","","0.000","9.900","327.000","","21.800","","14.700",""
"C0Z170","2020-02-07 13:00:00","199.000","118.000","0.900","26.400","0.520","997.100","","0.000","-99.000","-99.000","-99.000","26.400","","14.100",""
"C0Z100","2020-02-07 13:00:00","36.000","54.000","1.500","23.400","0.700","1016.600","","0.000","-99.000","-99.000","-99.000","24.900","","14.800",""
"C0U710","2020-02-07 13:00:00","1942.000","88.000","0.500","11.100","0.980","811.500","","0.000","-99.000","-99.000","-99.000","15.400","","6.400",""
"C0SA30","2020-02-07 13:00:00","92.000","40.000","2.100","23.600","0.750","1009.500","","0.000","-99.000","-99.000","-99.000","24.100","","18.900",""
"C0V500","2020-02-07 13:00:00","6.000","356.000","1.100","23.700","0.650","1016.300","","0.000","-99.000","-99.000","-99.000","23.700","","17.300",""
"CM0160","2020-02-07 13:00:00","159.000","348.000","2.300","24.600","0.530","1002.300","","0.000","-99.000","-99.000","-99.000","24.600","","14.800",""
"C0V350","2020-02-07 13:00:00","36.000","317.000","3.700","26.200","0.560","1015.200","","0.000","-99.000","-99.000","-99.000","26.400","","15.000",""
"C0W120","2020-02-07 13:00:00","58.000","-99.000","-99.000","15.700","0.880","1014.400","","0.000","-99.000","-99.000","-99.000","16.700","","14.500",""
"C0R470","2020-02-07 13:00:00","103.000","277.000","3.100","25.400","0.550","1006.700","","0.000","-99.000","-99.000","-99.000","25.500","","15.200",""
"C0M770","2020-02-07 13:00:00","164.000","12.000","4.000","22.700","0.600","999.900","","0.000","-99.000","-99.000","-99.000","22.900","","15.000",""
"C0S930","2020-02-07 13:00:00","248.000","163.000","1.100","23.600","0.700","990.500","","0.000","-99.000","-99.000","-99.000","24.500","","15.400",""
"C0F9Y0","2020-02-07 13:00:00","3313.000","245.000","3.300","3.700","0.800","687.400","","1.000","14.200","231.000","","6.400","","-0.300",""
"C0E790","2020-02-07 13:00:00","344.000","21.000","2.800","20.900","0.730","979.800","","0.000","-99.000","-99.000","-99.000","21.700","","13.300",""
"C0O810","2020-02-07 13:00:00","161.000","3.000","1.700","25.500","0.670","1000.600","","0.000","8.500","7.000","","25.700","","14.400",""
"C0R520","2020-02-07 13:00:00","18.000","324.000","2.300","25.600","0.650","1016.200","","0.000","-99.000","-99.000","-99.000","25.600","","16.600",""
"C0G880","2020-02-07 13:00:00","92.000","328.000","2.400","24.600","0.580","1008.800","","0.000","-99.000","-99.000","-99.000","24.600","","16.700",""
"C0M820","2020-02-07 13:00:00","980.000","243.000","1.600","21.000","0.560","909.600","","0.000","-99.000","-99.000","-99.000","21.600","","11.900",""
"C0G870","2020-02-07 13:00:00","12.000","10.000","3.900","18.900","0.760","1020.100","","0.000","-99.000","-99.000","-99.000","19.900","","15.200",""
"C0R530","2020-02-07 13:00:00","16.000","339.000","4.700","24.800","0.570","1016.300","","0.000","-99.000","-99.000","-99.000","24.800","","16.000",""
"C0O840","2020-02-07 13:00:00","134.000","10.000","1.100","23.400","0.610","1001.800","","0.000","-99.000","-99.000","-99.000","23.400","","15.600",""
"C0A890","2020-02-07 13:00:00","40.000","325.000","1.000","-99.000","0.940","-99.000","","1.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A660","2020-02-07 13:00:00","97.000","323.000","2.100","15.000","0.980","1010.600","","4.500","-99.000","-99.000","-99.000","16.900","","14.200",""
"C0T9H0","2020-02-07 13:00:00","725.000","110.000","2.700","17.700","0.990","938.300","","0.000","-99.000","-99.000","-99.000","21.500","","14.100",""
"C0R270","2020-02-07 13:00:00","51.000","340.000","3.000","24.300","0.710","1011.600","","0.000","-99.000","-99.000","-99.000","24.300","","17.900",""
"C0O980","2020-02-07 13:00:00","18.000","359.000","3.300","24.500","0.610","1018.200","","0.000","8.600","10.000","","24.500","","16.700",""
"C0T9I0","2020-02-07 13:00:00","152.000","53.000","3.200","22.100","0.720","1002.700","","0.000","-99.000","-99.000","-99.000","23.400","","15.600",""
"C0V760","2020-02-07 13:00:00","30.000","28.000","3.300","24.100","0.600","1015.500","","0.000","8.700","36.000","","24.100","","17.300",""
"C0AG90","2020-02-07 13:00:00","25.000","342.000","2.100","16.800","0.870","1020.100","","4.500","-99.000","-99.000","-99.000","18.700","","15.000",""
"C0R570","2020-02-07 13:00:00","37.000","81.000","3.400","25.900","0.570","1012.600","","0.000","-99.000","-99.000","-99.000","26.200","","16.300",""
"C0O900","2020-02-07 13:00:00","9.000","6.000","5.400","23.400","0.860","1018.200","","0.000","-99.000","-99.000","-99.000","23.400","","16.500",""
"C0AD00","2020-02-07 13:00:00","86.000","6.000","2.900","15.700","0.940","1013.100","","2.000","10.100","318.000","","17.600","","14.800",""
"C0V700","2020-02-07 13:00:00","24.000","18.000","3.900","23.500","0.640","1015.000","","0.000","-99.000","-99.000","-99.000","23.500","","17.200",""
"C0AH00","2020-02-07 13:00:00","38.000","110.000","0.800","16.500","0.970","1017.700","","4.000","-99.000","-99.000","-99.000","18.700","","15.000",""
"C0X080","2020-02-07 13:00:00","2.000","353.000","3.900","22.800","0.670","1019.100","","0.000","-99.000","-99.000","-99.000","24.600","","15.900",""
"C0G910","2020-02-07 13:00:00","42.000","338.000","6.500","20.400","0.700","1015.800","","0.000","11.900","350.000","","21.800","","15.100",""
"C0I480","2020-02-07 13:00:00","2165.000","345.000","0.800","12.100","0.700","791.900","","0.000","-99.000","-99.000","-99.000","12.600","","7.400",""
"C0A860","2020-02-07 13:00:00","362.000","21.000","3.200","13.900","1.000","980.000","","4.500","8.800","12.000","","15.400","","13.300",""
"C0U940","2020-02-07 13:00:00","25.000","24.000","3.100","22.100","0.600","1018.000","","0.000","-99.000","-99.000","-99.000","24.600","","14.800",""
"C0S970","2020-02-07 13:00:00","19.000","80.000","3.700","24.400","0.740","1016.500","","0.000","-99.000","-99.000","-99.000","24.800","","19.400",""
"C0V260","2020-02-07 13:00:00","126.000","287.000","3.100","27.000","0.480","1003.600","","0.000","-99.000","-99.000","-99.000","27.000","","13.300",""
"C0H990","2020-02-07 13:00:00","3076.000","225.000","5.800","2.900","0.990","707.600","","0.000","-99.000","-99.000","-99.000","3.400","","0.700",""
"C0F9K0","2020-02-07 13:00:00","30.000","23.000","5.900","16.800","0.860","1016.500","","0.000","13.500","31.000","","18.300","","14.100",""
"C0AH90","2020-02-07 13:00:00","660.000","17.000","1.400","18.100","0.710","947.200","","0.500","-99.000","-99.000","-99.000","20.200","","11.600",""
"C0W150","2020-02-07 13:00:00","42.000","48.000","4.600","15.600","0.730","1018.700","","0.500","-99.000","-99.000","-99.000","15.700","","12.700",""
"C0F000","2020-02-07 13:00:00","273.000","11.000","4.300","17.700","0.990","986.400","","0.000","-99.000","-99.000","-99.000","19.500","","12.500",""
"C0K410","2020-02-07 13:00:00","20.000","344.000","2.700","20.800","0.700","1016.500","","0.000","8.500","329.000","","22.500","","14.900",""
"C0R140","2020-02-07 13:00:00","740.000","339.000","2.200","22.200","0.620","937.300","","0.000","-99.000","-99.000","-99.000","22.200","","14.500",""
"C0V800","2020-02-07 13:00:00","256.000","274.000","1.600","25.300","0.530","986.800","","0.000","-99.000","-99.000","-99.000","26.600","","15.500",""
"C0S830","2020-02-07 13:00:00","288.000","53.000","2.300","22.400","0.820","987.800","","0.000","-99.000","-99.000","-99.000","25.600","","18.300",""
"C0S920","2020-02-07 13:00:00","98.000","115.000","1.200","24.500","0.740","1002.600","","0.000","-99.000","-99.000","-99.000","25.400","","16.500",""
"C0V640","2020-02-07 13:00:00","35.000","11.000","5.000","23.600","0.640","1014.900","","0.000","-99.000","-99.000","-99.000","23.600","","16.900",""
"C0AH80","2020-02-07 13:00:00","68.000","0.000","0.000","16.000","0.940","1013.800","","3.000","-99.000","-99.000","-99.000","17.400","","14.400",""
"C0K250","2020-02-07 13:00:00","12.000","5.000","3.000","21.000","0.720","1018.800","","0.000","9.200","8.000","","23.200","","14.800",""
"C0R840","2020-02-07 13:00:00","536.000","87.000","2.600","21.100","-99.000","957.500","","0.000","-99.000","-99.000","-99.000","24.900","","16.900",""
"C0I410","2020-02-07 13:00:00","180.000","21.000","2.500","22.900","0.580","998.300","","0.000","-99.000","-99.000","-99.000","23.100","","14.900",""
"C0M410","2020-02-07 13:00:00","245.000","349.000","3.000","24.500","0.540","986.300","","0.000","8.200","348.000","","27.300","","13.500",""
"C0F9Z0","2020-02-07 13:00:00","3193.000","243.000","1.400","4.000","0.900","697.400","","1.000","11.000","241.000","","5.700","","0.100",""
"C0G810","2020-02-07 13:00:00","26.000","345.000","4.600","21.800","0.700","1016.700","","0.000","10.700","352.000","","22.700","","15.600",""
"C0U650","2020-02-07 13:00:00","442.000","46.000","2.100","20.100","0.750","969.400","","0.500","-99.000","-99.000","-99.000","21.800","","15.000",""
"C0D660","2020-02-07 13:00:00","65.000","37.000","1.700","15.100","0.920","1015.100","","3.500","-99.000","-99.000","-99.000","16.700","","13.600",""
"C0E540","2020-02-07 13:00:00","32.000","38.000","4.500","16.000","0.900","1019.000","","2.000","-99.000","-99.000","-99.000","17.200","","13.800",""
"C0W170","2020-02-07 13:00:00","42.000","18.000","6.300","11.100","0.780","1018.900","","2.000","11.800","14.000","","11.600","","9.100",""
"C0Z150","2020-02-07 13:00:00","27.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0S840","2020-02-07 13:00:00","22.000","64.000","1.900","25.100","0.750","1018.000","","0.000","-99.000","-99.000","-99.000","25.900","","18.400",""
"C0H9A0","2020-02-07 13:00:00","1595.000","112.000","1.600","16.800","0.660","849.900","","0.000","-99.000","-99.000","-99.000","20.300","","9.400",""
"C0Z300","2020-02-07 13:00:00","182.000","11.000","1.100","25.300","0.640","998.700","","0.000","-99.000","-99.000","-99.000","25.300","","13.700",""
"C0G730","2020-02-07 13:00:00","27.000","9.000","7.400","18.900","0.850","1017.700","","0.000","-99.000","-99.000","-99.000","20.000","","14.400",""
"C0V730","2020-02-07 13:00:00","33.000","340.000","2.700","24.700","0.580","1015.100","","0.000","-99.000","-99.000","-99.000","24.700","","17.000",""
"C0SA00","2020-02-07 13:00:00","466.000","110.000","3.100","21.900","0.830","965.400","","0.000","-99.000","-99.000","-99.000","24.200","","14.400",""
"C0S900","2020-02-07 13:00:00","27.000","162.000","3.000","25.700","0.790","1016.100","","0.000","-99.000","-99.000","-99.000","26.300","","21.600",""
"C0C480","2020-02-07 13:00:00","105.000","0.000","0.200","15.200","0.910","1010.300","","8.000","-99.000","-99.000","-99.000","17.000","","13.700",""
"C0V720","2020-02-07 13:00:00","15.000","359.000","2.800","26.500","0.490","1016.600","","0.000","-99.000","-99.000","-99.000","26.500","","17.400",""
"C0UA60","2020-02-07 13:00:00","566.000","97.000","1.800","18.800","0.810","954.400","","0.000","-99.000","-99.000","-99.000","21.700","","13.700",""
"C0A980","2020-02-07 13:00:00","11.000","336.000","4.600","15.700","0.920","1022.100","","2.500","-99.000","-99.000","-99.000","17.800","","14.600",""
"C0C670","2020-02-07 13:00:00","250.000","353.000","1.900","13.500","0.960","993.700","","4.500","-99.000","-99.000","-99.000","15.200","","12.400",""
"C0K550","2020-02-07 13:00:00","15.000","344.000","5.500","20.500","0.710","1018.200","","0.000","-99.000","-99.000","-99.000","22.400","","15.200",""
"C0R350","2020-02-07 13:00:00","35.000","322.000","3.000","26.400","0.650","1014.200","","0.000","-99.000","-99.000","-99.000","27.600","","19.700",""
"C0T9F0","2020-02-07 13:00:00","251.000","135.000","0.600","22.900","0.710","990.300","","0.000","-99.000","-99.000","-99.000","24.000","","16.400",""
"C0D390","2020-02-07 13:00:00","146.000","0.000","0.000","15.200","0.930","1004.000","","3.500","-99.000","-99.000","-99.000","16.800","","13.600",""
"C0E430","2020-02-07 13:00:00","258.000","356.000","1.800","14.800","0.920","995.500","","5.500","-99.000","-99.000","-99.000","16.500","","12.800",""
"C0O990","2020-02-07 13:00:00","18.000","4.000","1.900","23.900","0.640","1016.700","","0.000","8.800","31.000","","23.900","","16.700",""
"CM0010","2020-02-07 13:00:00","68.000","59.000","0.800","16.200","0.850","1014.900","","3.000","-99.000","-99.000","-99.000","18.300","","15.100",""
"C0X320","2020-02-07 14:00:00","30.000","346.000","7.000","24.300","0.630","1014.200","","0.000","-99.000","-99.000","-99.000","24.600","","16.200",""
"C0U860","2020-02-07 14:00:00","5.000","48.000","1.300","20.900","0.650","1019.600","","0.000","8.400","35.000","","21.300","","17.200",""
"C0F0C0","2020-02-07 14:00:00","983.000","41.000","0.700","18.500","0.830","908.600","","0.000","-99.000","-99.000","-99.000","18.500","","12.200",""
"C0D480","2020-02-07 14:00:00","223.000","22.000","0.300","15.500","0.980","995.500","","5.000","-99.000","-99.000","-99.000","16.600","","13.400",""
"C0K291","2020-02-07 14:00:00","8.000","360.000","8.300","18.900","0.790","1018.900","","0.000","14.000","10.000","","21.300","","15.300",""
"C0X170","2020-02-07 14:00:00","50.000","17.000","3.800","24.600","0.570","1011.700","","0.000","-99.000","-99.000","-99.000","24.600","","16.600",""
"C0AH30","2020-02-07 14:00:00","755.000","308.000","5.500","12.700","1.000","935.200","","9.500","11.900","323.000","","15.300","","12.600",""
"C0R130","2020-02-07 14:00:00","1040.000","263.000","1.900","22.300","0.550","900.500","","0.000","-99.000","-99.000","-99.000","24.500","","13.100",""
"C0M790","2020-02-07 14:00:00","15.000","3.000","2.400","21.200","0.690","1016.200","","0.000","8.400","14.000","","22.500","","15.100",""
"C0C590","2020-02-07 14:00:00","72.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G780","2020-02-07 14:00:00","27.000","357.000","5.000","19.000","0.780","1016.700","","0.000","11.900","350.000","","21.300","","15.100",""
"C0V660","2020-02-07 14:00:00","25.000","2.000","3.200","24.900","0.550","1016.100","","0.000","12.000","353.000","","24.900","","16.800",""
"C0F9R0","2020-02-07 14:00:00","20.000","38.000","5.700","17.000","1.000","1019.000","","0.000","12.200","26.000","","19.700","","14.500",""
"C0W130","2020-02-07 14:00:00","18.000","17.000","6.900","16.700","0.840","1017.400","","0.000","16.900","16.000","","17.800","","15.400",""
"CM0190","2020-02-07 14:00:00","280.000","13.000","5.900","15.800","0.840","989.000","","0.000","12.300","21.000","","19.500","","12.600",""
"C0C700","2020-02-07 14:00:00","151.000","12.000","2.500","13.900","0.960","1005.300","","9.000","-99.000","-99.000","-99.000","16.000","","12.900",""
"C0R100","2020-02-07 14:00:00","1006.000","148.000","1.100","22.500","0.590","906.700","","0.000","-99.000","-99.000","-99.000","22.600","","12.800",""
"C0X120","2020-02-07 14:00:00","28.000","340.000","4.600","22.800","0.700","1016.500","","0.000","10.400","4.000","","23.900","","16.400",""
"C0R670","2020-02-07 14:00:00","26.000","314.000","2.400","25.300","0.680","1016.100","","0.000","-99.000","-99.000","-99.000","25.300","","18.200",""
